ticker,total_earnings,earnings_analyzed,avg_1day_drift,avg_5day_drift,avg_10day_drift,avg_1day_drift_on_beat,avg_5day_drift_on_beat,avg_10day_drift_on_beat,avg_1day_drift_on_miss,avg_5day_drift_on_miss,avg_10day_drift_on_miss,big_beats_count,avg_10day_drift_on_big_beat,big_beat_win_rate,drift_10day_std,beat_drift_win_rate,best_drift_10day,worst_drift_10day
CDNS,24,24,-0.28779744096116366,0.5007104880555439,-1.399121276866813,-0.28779744096116366,0.5007104880555439,-1.399121276866813,0.0,0.0,0.0,13,-1.9085805465198598,0.46153846153846156,8.584238115212957,0.5833333333333334,12.59115216334466,-16.407413822968987
REX,24,24,0.8139352361771555,-2.2491045392734264,-2.222803380283906,1.4613974097813403,-2.1119714776621663,-2.2165286277526866,-1.6464210235187466,-2.7702101733962166,-2.2466474399025373,19,-2.2165286277526866,0.3684210526315789,7.127914229443639,0.3684210526315789,13.62955566650025,-19.261304798066963
NOV,24,24,-0.22825832777022734,0.29384835070023657,1.7762849984514002,-1.6518554990753003,-2.2039049704863256,-0.8937972665454571,1.1953388435348453,2.7916016718867986,4.4463672634482565,10,-2.2563707149361485,0.5,10.229175947953129,0.5833333333333334,28.187919463087262,-13.603473227206953
NTNX,24,24,-1.2639009809520978,-0.9230802075365964,-2.557380790879421,-1.2639009809520978,-0.9230802075365964,-2.557380790879421,0.0,0.0,0.0,23,-2.420124055079147,0.43478260869565216,13.427264704198302,0.4166666666666667,22.55639097744361,-40.85820895522389
NXPI,24,24,1.119397855728154,2.5746129802919655,3.290461985833588,1.0060241227905153,2.5891425823535177,3.6289105014361978,2.3665089180421806,2.4147873576148946,-0.4324716857951181,4,-2.475634807308163,0.25,7.092058024663492,0.6818181818181818,17.771084337349397,-9.910389924921278
ACLX,15,15,1.6418681326903484,0.04757598926730158,3.1833589402152636,-1.868188126578958,0.09576224913039288,-3.109066686632761,2.9182522269700963,0.030053712953450686,5.471513713614544,4,-3.109066686632761,0.5,14.400266210053354,0.5,31.818181818181802,-17.41608613046232
ARLP,24,24,0.662107423812449,-1.4623404218402605,-3.28894725788917,0.5829325232770226,-0.5986120334662929,-1.8312737454290036,0.7291015704193484,-2.193187519695156,-4.522363306893926,9,-3.966524282685216,0.1111111111111111,6.502937664190187,0.18181818181818182,17.98165137614678,-11.612903225806452
CAR,24,24,1.7500897718723352,-0.99867610962312,1.8205141396469937,2.6744086957113034,-4.901814400942742,-4.125909393574184,0.45604327849777954,4.4657174982243495,10.145507086156645,12,-4.98513921203869,0.25,20.283360167190878,0.2857142857142857,49.261891744122465,-41.1524315488353
VSCO,17,17,1.7507873701322718,-1.5997152894626816,-3.7542251152925683,-0.27067352211306794,-3.6894680293685025,-6.102973396196766,11.184271533943857,8.15246416343115,7.206600195593691,10,-5.099789073603453,0.3,10.666546252947802,0.2857142857142857,18.942731277533042,-23.33785617367707
BTDR,8,8,-1.1733679347532149,0.8878981172145259,1.0317370094912968,-1.4765207546816772,-5.84867537741101,-6.727660589729553,-0.9914762427961374,4.929842213989848,5.687375569023805,3,-6.727660589729553,0.0,11.951522915065745,0.0,24.39633638634471,-14.793741109530584
CELC,24,24,-2.4893861099796175,2.3629202292964635,4.932562163124802,-7.610653250270801,-5.495134826898617,-7.929091926880221,0.07124746016597483,6.291947757394004,11.363389208127312,7,-7.549488028114391,0.14285714285714285,19.83295200317324,0.125,59.13793103448277,-24.715099715099708
NB,3,3,1.9801914842442407,0.9045962950173679,13.210025956200745,0.0,-9.375000000000009,-13.281249999999995,2.970287226366361,6.044394442526056,26.455663934301114,1,-13.281249999999995,0.0,30.108891879681973,0.0,55.3256704980843,-13.281249999999995
