ticker,total_earnings,earnings_analyzed,avg_1day_drift,avg_5day_drift,avg_10day_drift,avg_1day_drift_on_beat,avg_5day_drift_on_beat,avg_10day_drift_on_beat,avg_1day_drift_on_miss,avg_5day_drift_on_miss,avg_10day_drift_on_miss,big_beats_count,avg_10day_drift_on_big_beat,big_beat_win_rate,drift_10day_std,beat_drift_win_rate,best_drift_10day,worst_drift_10day
RVTY,24,24,0.30024565985886953,-0.01631817155713892,-0.8556470246405269,0.36268363580706026,-0.15527963874167944,-0.9716777552684118,-0.38657207557122936,1.5122579674728096,0.4206910122662063,14,0.33101744943293493,0.5714285714285714,6.110901475025673,0.5,10.799625175698878,-12.297708700528757
ALV,24,24,0.6505228891762336,0.6789707084144835,1.5388039928342632,0.19965793165783216,-0.022436128725763425,-0.05468843763970961,1.401964485040236,1.8479821036482287,4.194624710290885,13,0.2954614190572924,0.6153846153846154,4.631533208866064,0.5333333333333333,11.543564794338785,-6.357428773251697
ZS,24,24,1.0758794863247103,-0.4257871929753181,0.2341505379330373,1.0758794863247103,-0.4257871929753181,0.2341505379330373,0.0,0.0,0.0,24,0.2341505379330373,0.4166666666666667,9.814103150049254,0.4166666666666667,18.164179104477615,-22.040715131814547
PG,24,24,-0.32057930878857865,-0.2136411936619986,0.262815603055994,-0.48542648349751,-0.3524448718016828,0.051418941870707495,1.4927396130096666,1.313199265874529,2.588178876094147,8,0.20001486563144438,0.375,2.835155170780444,0.5,5.4009349154980155,-5.884723901652557
IOT,15,15,2.6102557040069017,1.8658740468779882,0.0499623554201186,2.6102557040069017,1.8658740468779882,0.0499623554201186,0.0,0.0,0.0,15,0.0499623554201186,0.5333333333333333,13.56864541844109,0.5333333333333333,31.952662721893493,-16.397849462365592
SNOW,20,20,1.8348788987359115,0.08374763800269389,-0.10628754838859282,0.9673911372071764,-0.9089892464407483,0.030209068254453686,5.304829944850851,4.0546951757764615,-0.65227401496078,16,0.030209068254453686,0.375,10.36707390990174,0.375,18.034906270200395,-22.437103221255594
GCT,12,12,-0.7232426702421426,0.2788837184638779,0.8959014331539928,-2.126489457902827,-0.7413196015834345,0.013262558756083691,14.712471994025384,11.50112023898431,10.604929051530993,11,0.013262558756083691,0.45454545454545453,16.768548084586776,0.45454545454545453,23.962264150943405,-27.417840375586856
RBCAA,24,24,-0.6242683310685815,0.9404728425844752,0.4068477127616778,-1.1266921215274392,0.520891126652022,-0.026931702232032784,0.38057924984913394,1.7796362744493819,1.274406542749099,13,-0.002008459160823287,0.46153846153846156,5.881292502675053,0.4375,14.186755333887497,-10.808668076109946
YOU,16,16,-0.09243761914425852,-0.4791561158045274,-0.36711912089898757,0.24559307221405507,-0.05286363760468049,0.37468072750373665,-2.4586524586524536,-3.4632034632034565,-5.559718059718056,13,-0.22495418888235144,0.6923076923076923,11.103934733601811,0.7142857142857143,12.18211648892536,-30.44240035041611
BRO,24,24,-2.3964554958483064,-2.421716950515252,-0.7654789618633754,-1.8207678441695494,-2.230121951300704,-0.23820214060074127,-8.72901966431463,-4.529261941875278,-6.565523995752349,16,-0.2923691003030582,0.5,6.641700778431432,0.5454545454545454,11.50859025653095,-17.341124908692482
FHB,24,24,-0.6618785922752474,-2.114647676611401,-0.9992031425948852,-0.5028916872907642,-1.9392510215105465,0.12358922261122496,-1.047989647237564,-2.5406109818563323,-3.7259846009525814,14,-0.41953645519456234,0.42857142857142855,5.956342768592911,0.47058823529411764,13.313856427378957,-18.30543933054394
NWBI,24,24,-0.4589880162351474,-0.2327610686154787,-0.1667105689605446,-0.5573309892139456,-0.08642522734356162,0.28707420823895147,-0.08528471891571449,-0.7888372654487634,-1.8910927223186302,15,-0.49436267960163716,0.4,5.51981534233041,0.5263157894736842,10.549777117384842,-10.422049956933671
ALLY,24,24,-0.3429910884590039,-0.6408993496165535,-0.3276203224532,0.17333663985612383,-1.1183304139753156,-0.11823290011725494,-1.8919742734043872,0.7913938434597331,-0.9557825894610351,13,-0.5523458628565726,0.38461538461538464,4.72195096586521,0.4444444444444444,8.884688090737253,-9.840326773115478
TXNM,24,24,0.4530331187447152,-0.3638064829068092,-0.604654897108943,0.467383685167163,-0.35127028546481853,-1.2043389844107542,0.3812802866324765,-0.4264874701167629,2.3937655394001114,15,-0.6002423235634492,0.26666666666666666,4.856404974436307,0.3,9.508041627246916,-12.107051826677987
KDP,24,24,-0.1126629905708439,-0.9655952475043476,-0.9181864952090564,-0.28167685640019824,-0.8010630919609015,-1.2541807088771821,0.7324063385759276,-1.7882560252215782,0.7617845731315742,3,-0.6863662590045703,0.3333333333333333,5.209916018600483,0.4,7.76662950575994,-18.590651558073656
CRI,24,24,0.4014832364049923,-0.8404172971911773,-0.23802044252601848,0.5194805943329937,-0.5202957815599897,-0.7500239424423063,0.04749116262098848,-1.8007818440847396,1.2979900572228467,18,-0.7500239424423063,0.3888888888888889,7.250354307520239,0.3888888888888889,10.820138043036959,-15.749172185430464
ASAN,19,19,-2.3830531389295344,-1.463015141152164,-1.6496949333690756,-2.192864334819885,-0.7557632941552406,-1.132025655473809,-5.806451612903228,-14.193548387096769,-10.967741935483867,18,-1.132025655473809,0.3888888888888889,19.782256091890797,0.3888888888888889,52.820512820512825,-27.641224665804227
SPH,24,24,0.6876667791347023,0.7841636290899338,1.65815795924821,0.7022248103362239,-0.09893499526505052,-1.2998245361473364,0.6789319604137894,1.314022803702924,3.432947456485538,8,-1.2369323520389028,0.25,4.950564059069526,0.2222222222222222,16.28588166373756,-7.98850574712642
STEL,12,12,0.27779676260408304,1.2319828235473869,-0.05482214488069884,-0.020493913276642364,0.20805722477369348,-1.1675956720309217,3.5589941972920625,12.495164410058015,12.185686653771754,8,-1.2527813885475392,0.5,8.144681920687809,0.5454545454545454,12.632776934749629,-12.030075187969922
FRHC,5,5,-0.05544951347579881,-0.5860437718888287,-3.937320529495488,-1.468633002128555,-2.2428593944434314,-1.551572196303544,2.0643257195033358,1.8991796619430752,-7.515943029283404,3,-1.551572196303544,0.3333333333333333,4.478078167331174,0.3333333333333333,4.024767801857595,-7.558685446009386
WBS,24,24,-0.10676816498232115,0.6443370206732838,-0.6811012262668058,-0.24099771782566962,-0.3357219783577053,0.0037293083606005696,0.11694775642325984,2.2777686857249324,-1.8224854506458168,9,-1.797123468310409,0.3333333333333333,5.948066827078838,0.4666666666666667,10.764287353683722,-16.51993785603313
