ticker,earnings_date,sector,sector_etf,etf_price_at_earnings,etf_return_1d,etf_return_5d,etf_return_30d,etf_return_90d,etf_vs_spy_30d
CELC,2024-11-14,Other,SPY,586.2229614257812,-0.6430128741193085,-0.3794421061147609,2.3405282760246173,7.371307722542763,0.0
PVH,2024-11-26,Other,SPY,593.435302734375,0.5221383323850968,1.7533397932688086,3.7320450423864706,7.915542828995351,0.0
FIVE,2024-11-26,Consumer,XLY,219.25218200683594,0.36310168816965316,2.579209537662523,10.11903566732365,20.348837063215566,6.38699062493718
NCNO,2024-11-26,Other,SPY,593.435302734375,0.5221383323850968,1.7533397932688086,3.7320450423864706,7.915542828995351,0.0
SNOW,2024-11-26,Other,SPY,593.435302734375,0.5221383323850968,1.7533397932688086,3.7320450423864706,7.915542828995351,0.0
VEEV,2024-11-26,Technology,XLK,233.27825927734375,0.5008765816778948,1.482732476082915,1.9410449739198274,7.183343024719132,-1.7910000684666432
ZS,2024-11-26,Other,SPY,593.435302734375,0.5221383323850968,1.7533397932688086,3.7320450423864706,7.915542828995351,0.0
PSTG,2024-11-26,Other,SPY,593.435302734375,0.5221383323850968,1.7533397932688086,3.7320450423864706,7.915542828995351,0.0
ASAN,2024-11-27,Other,SPY,591.63720703125,-0.30299776485151875,1.4106750986342689,3.099016870215254,7.5789133262164405,0.0
MRVL,2024-11-27,Technology,XLK,230.11831665039062,-1.35458084981519,0.19468858397008185,0.5907366285524172,6.694243964282517,-2.5082802416628365
IOT,2024-11-27,Other,SPY,591.63720703125,-0.30299776485151875,1.4106750986342689,3.099016870215254,7.5789133262164405,0.0
GCT,2024-11-27,Technology,XLK,230.11831665039062,-1.35458084981519,0.19468858397008185,0.5907366285524172,6.694243964282517,-2.5082802416628365
FRO,2024-11-28,Other,SPY,591.63720703125,0.0,0.8691804675137206,2.932433422566933,6.56167684695467,0.0
