ticker,earnings_date,quarter_end_date,revenue,gross_profit,operating_income,net_income,eps_actual,eps_estimate,total_assets,total_liabilities,total_debt,cash_and_equivalents,operating_cash_flow,free_cash_flow,pe_ratio_at_earnings,price_at_earnings
NCNO,2024-11-26,2024-10-31,138797000.0,85052000.0,-824000.0,-5252000.0,0.2,0.2,1516606000.0,,235897000.0,257894000.0,5777000.0,5097000.0,,
