ticker,earnings_date,quarter_end_date,revenue,gross_profit,operating_income,net_income,eps_actual,eps_estimate,total_assets,total_liabilities,total_debt,cash_and_equivalents,operating_cash_flow,free_cash_flow,pe_ratio_at_earnings,price_at_earnings
FIVE,2024-11-26,2024-10-31,843710000.0,258042000.0,-606000.0,1687000.0,0.22,0.22,4185319000.0,,1968026000.0,169702000.0,-30581000.0,-110964000.0,,
