ticker,earnings_date,quarter_end_date,revenue,gross_profit,operating_income,net_income,eps_actual,eps_estimate,total_assets,total_liabilities,total_debt,cash_and_equivalents,operating_cash_flow,free_cash_flow,pe_ratio_at_earnings,price_at_earnings
RF,2024-10-17,2024-09-30,1790000000.0,,,490000000.0,0.6,0.6,157426000000.0,,7516000000.0,10521000000.0,1261000000.0,1250000000.0,,
