ticker,earnings_date,quarter_end_date,revenue,gross_profit,operating_income,net_income,eps_actual,eps_estimate,total_assets,total_liabilities,total_debt,cash_and_equivalents,operating_cash_flow,free_cash_flow,pe_ratio_at_earnings,price_at_earnings
ATKR,2024-11-14,2024-09-30,788297000.0,216069000.0,102888000.0,73119000.0,1.26,1.26,3021403000.0,,951204000.0,351385000.0,199076000.0,154313000.0,,
