ticker,earnings_date,quarter_end_date,revenue,gross_profit,operating_income,net_income,eps_actual,eps_estimate,total_assets,total_liabilities,total_debt,cash_and_equivalents,operating_cash_flow,free_cash_flow,pe_ratio_at_earnings,price_at_earnings
BTDR,2024-11-14,2024-09-30,62029000.0,2765000.0,-38908000.0,-50097000.0,-0.17,-0.17,1046433000.0,,171421000.0,291314000.0,-90720000.0,-120869000.0,,
