ticker,earnings_date,quarter_end_date,revenue,gross_profit,operating_income,net_income,eps_actual,eps_estimate,total_assets,total_liabilities,total_debt,cash_and_equivalents,operating_cash_flow,free_cash_flow,pe_ratio_at_earnings,price_at_earnings
WT,2024-10-24,2024-09-30,113168000.0,62759000.0,40792000.0,-4485000.0,0.21,0.21,1019435000.0,,512626000.0,165291000.0,47714000.0,47082000.0,,
