ticker,earnings_date,quarter_end_date,revenue,gross_profit,operating_income,net_income,eps_actual,eps_estimate,total_assets,total_liabilities,total_debt,cash_and_equivalents,operating_cash_flow,free_cash_flow,pe_ratio_at_earnings,price_at_earnings
ACLX,2024-11-14,2024-09-30,26030000.0,,-33616000.0,-25867000.0,-0.99,-0.99,764909000.0,,65332000.0,161846000.0,30719000.0,28429000.0,,
