ticker,earnings_date,quarter_end_date,revenue,gross_profit,operating_income,net_income,eps_actual,eps_estimate,total_assets,total_liabilities,total_debt,cash_and_equivalents,operating_cash_flow,free_cash_flow,pe_ratio_at_earnings,price_at_earnings
MRVL,2024-11-27,2024-10-31,1516100000.0,349400000.0,-344500000.0,-676300000.0,0.74,0.74,19715600000.0,,4341300000.0,868100000.0,536300000.0,460800000.0,,
