ticker,earnings_date,quarter_end_date,revenue,gross_profit,operating_income,net_income,eps_actual,eps_estimate,total_assets,total_liabilities,total_debt,cash_and_equivalents,operating_cash_flow,free_cash_flow,pe_ratio_at_earnings,price_at_earnings
ITW,2024-10-24,2024-09-30,3966000000.0,1736000000.0,1052000000.0,1160000000.0,2.72,2.72,15824000000.0,,8346000000.0,947000000.0,891000000.0,783000000.0,,
