ticker,earnings_date,quarter_end_date,revenue,gross_profit,operating_income,net_income,eps_actual,eps_estimate,total_assets,total_liabilities,total_debt,cash_and_equivalents,operating_cash_flow,free_cash_flow,pe_ratio_at_earnings,price_at_earnings
SSD,2024-10-27,2024-09-30,587153000.0,275057000.0,126185000.0,93519000.0,2.44,2.44,2897459000.0,,535881000.0,339427000.0,103279000.0,58053000.0,,
