ticker,earnings_date,quarter_end_date,revenue,gross_profit,operating_income,net_income,eps_actual,eps_estimate,total_assets,total_liabilities,total_debt,cash_and_equivalents,operating_cash_flow,free_cash_flow,pe_ratio_at_earnings,price_at_earnings
CELC,2024-11-14,2024-09-30,0.0,,-30059899.0,-29791789.0,-1.02,-1.02,273036970.0,,97194839.0,12603289.0,-20561760.0,-20612489.0,,
