ticker,earnings_date,quarter_end_date,revenue,gross_profit,operating_income,net_income,eps_actual,eps_estimate,total_assets,total_liabilities,total_debt,cash_and_equivalents,operating_cash_flow,free_cash_flow,pe_ratio_at_earnings,price_at_earnings
WSM,2024-11-13,2024-10-31,1800668000.0,841715000.0,320643000.0,248953000.0,1.87,1.87,4968340000.0,,1315476000.0,826784000.0,253460000.0,170052000.0,,
